model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 3 Series,2018,21756,Automatic,7794,Petrol,145,47.9,2.0,BMW,20190
 X5,2019,55990,Semi-Auto,6007,Diesel,145,33.6,3.0,BMW,29819
 Q5,2020,36500,Automatic,1552,Diesel,150,38.2,2.0,Audi,22233
 C Class,2017,17490,Automatic,31000,Diesel,145,61.4,2.1,Mercedes,3355
 Tiguan,2017,22000,Automatic,37401,Petrol,145,38.2,2.0,VW,33161
 Q3,2020,43990,Semi-Auto,1487,Petrol,150,31.0,2.0,Audi,29228
 E Class,2019,46980,Semi-Auto,9648,Petrol,145,32.5,3.0,Mercedes,12563
 A3,2017,13995,Manual,13291,Diesel,145,74.3,1.6,Audi,22484
 1 Series,2016,16480,Semi-Auto,20308,Petrol,145,47.9,1.6,BMW,37462
 Polo,2017,11990,Manual,14532,Petrol,145,60.1,1.2,VW,41838
 Polo,2019,13690,Manual,6000,Petrol,145,48.7,1.0,VW,18618
 Golf SV,2015,7998,Manual,75218,Diesel,0,72.4,1.6,VW,33139
 Polo,2016,8995,Manual,45371,Diesel,0,83.1,1.4,VW,17502
 C Class,2017,19280,Semi-Auto,43855,Diesel,145,61.4,2.1,Mercedes,3556
 A3,2016,16800,Manual,31524,Petrol,30,60.1,1.4,Audi,24443
 A1,2017,13250,Manual,10417,Petrol,0,67.3,1.0,Audi,9722
 2 Series,2020,22450,Manual,10,Diesel,145,64.2,2.0,BMW,10927
 Passat,2019,32500,Automatic,7000,Hybrid,135,41.5,1.4,VW,7544
 1 Series,2015,12300,Automatic,32694,Diesel,20,72.4,1.5,BMW,9537
 4 Series,2016,10995,Manual,103500,Diesel,30,67.3,2.0,BMW,8768
 Polo,2017,10991,Manual,24268,Petrol,145,60.1,1.2,VW,19782
 Golf,2019,30250,Automatic,8421,Petrol,145,36.2,2.0,VW,19195
 Golf,2019,21500,Manual,2000,Diesel,145,62.8,2.0,VW,43330
 C Class,2017,18299,Semi-Auto,36152,Petrol,145,50.4,2.0,Mercedes,19348
 A Class,2017,15889,Manual,21891,Diesel,145,62.8,2.1,Mercedes,43116
 X3,2014,14999,Automatic,47925,Diesel,160,50.4,2.0,BMW,35364
 Tiguan,2017,15491,Manual,45185,Diesel,125,58.9,2.0,VW,39439
 A Class,2016,15291,Automatic,18217,Diesel,20,68.9,2.1,Mercedes,28030
 3 Series,2016,12000,Manual,42119,Diesel,30,67.3,2.0,BMW,18462
 Up,2018,8191,Manual,10961,Petrol,150,64.2,1.0,VW,31938
 E Class,2019,38661,Automatic,4121,Diesel,145,53.3,2.0,Mercedes,23178
 Golf,2018,12500,Manual,37423,Diesel,150,61.4,1.6,VW,24373
 A3,2019,29500,Semi-Auto,5906,Petrol,145,34.5,2.0,Audi,21566
 Golf,2019,21995,Manual,4000,Diesel,145,55.4,2.0,VW,5537
 Golf,2016,9799,Semi-Auto,46319,Diesel,20,72.4,1.6,VW,41285
 A Class,2016,10500,Manual,62528,Diesel,30,64.2,2.1,Mercedes,2081
 E Class,2017,24992,Semi-Auto,23468,Diesel,30,61.4,2.0,Mercedes,397
 2 Series,2020,28950,Semi-Auto,10,Petrol,145,40.9,1.5,BMW,769
 C Class,2016,12998,Manual,53453,Diesel,20,70.6,2.1,Mercedes,26616
 1 Series,2015,15995,Semi-Auto,26629,Diesel,125,60.1,2.0,BMW,10881
 Q3,2019,34985,Automatic,10,Diesel,145,47.1,2.0,Audi,8202
 Golf,2019,19250,Automatic,10000,Diesel,145,52.3,2.0,VW,21114
 2 Series,2019,22773,Automatic,123,Diesel,145,49.6,2.0,BMW,9131
 X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0,BMW,33743
 Q7,2019,43244,Automatic,10210,Diesel,145,33.2,3.0,Audi,33221
 Golf,2015,13500,Automatic,14571,Petrol,30,53.3,1.4,VW,26019
 3 Series,2018,20800,Automatic,23217,Diesel,145,64.2,2.0,BMW,43878
 Sharan,2016,17971,Manual,22611,Diesel,125,56.5,2.0,VW,3512
 Golf,2015,10491,Semi-Auto,42121,Petrol,30,56.5,1.4,VW,33532
 CL Class,2016,17261,Manual,15583,Diesel,30,65.7,2.1,Mercedes,37081
 Polo,2017,9295,Manual,29579,Petrol,20,60.1,1.0,VW,33337
 Polo,2017,10495,Manual,7650,Petrol,20,60.1,1.2,VW,120
 3 Series,2019,31990,Semi-Auto,4893,Diesel,145,52.3,2.0,BMW,21930
 A Class,2016,11849,Manual,27958,Diesel,0,80.7,1.5,Mercedes,15454
 A3,2015,16500,Automatic,4983,Petrol,160,43.5,1.8,Audi,46126
 X5,2018,34995,Automatic,26107,Hybrid,135,85.6,2.0,BMW,34494
 V Class,2019,20950,Manual,10,Diesel,145,46.3,2.1,Mercedes,35192
 Q3,2018,23700,Semi-Auto,16437,Petrol,150,47.9,1.4,Audi,24972
 E Class,2016,18998,Semi-Auto,32107,Diesel,160,52.3,3.0,Mercedes,43421
 CL Class,2018,23440,Semi-Auto,10180,Diesel,145,51.4,2.2,Mercedes,14267
 GLA Class,2016,20592,Semi-Auto,44087,Petrol,200,43.5,2.0,Mercedes,32637
 C Class,2016,19798,Semi-Auto,29643,Diesel,125,60.1,2.1,Mercedes,35050
 B Class,2015,14200,Semi-Auto,23915,Diesel,20,68.9,2.1,Mercedes,43144
 A3,2013,8990,Manual,85255,Diesel,0,74.3,1.6,Audi,42741
 A1,2016,10495,Manual,45954,Diesel,0,80.7,1.6,Audi,26254
 3 Series,2019,32995,Manual,612,Diesel,145,54.3,2.0,BMW,9911
 C Class,2016,13295,Automatic,86620,Hybrid,0,134.5,2.0,Mercedes,40905
 Q3,2019,27162,Semi-Auto,5263,Diesel,150,48.7,2.0,Audi,8145
 Golf,2016,11995,Manual,15997,Diesel,0,74.3,1.6,VW,21923
 1 Series,2016,14000,Manual,24678,Diesel,30,65.7,2.0,BMW,12434
 E Class,2020,45990,Semi-Auto,159,Diesel,145,45.6,3.0,Mercedes,1446
 C Class,2017,22999,Semi-Auto,12000,Petrol,145,48.7,2.0,Mercedes,41418
 C Class,2019,19799,Semi-Auto,14222,Petrol,145,46.3,1.5,Mercedes,25837
 Q2,2016,16000,Manual,42500,Diesel,30,64.2,1.6,Audi,23218
 X3,2019,30780,Automatic,4464,Diesel,145,54.3,2.0,BMW,13625
 3 Series,2020,31000,Semi-Auto,986,Diesel,150,50.4,2.0,BMW,10238
 1 Series,2017,15000,Automatic,17392,Petrol,30,55.5,1.5,BMW,11848
 A4,2016,14900,Semi-Auto,50900,Diesel,20,67.3,2.0,Audi,6775
 T-Cross,2019,18500,Manual,4673,Petrol,145,47.9,1.0,VW,30787
 A6,2019,28800,Automatic,3545,Diesel,145,47.9,2.0,Audi,31605
 Q5,2017,27995,Automatic,14475,Diesel,145,40.4,2.0,Audi,19508
 4 Series,2019,23980,Semi-Auto,14,Petrol,145,45.6,2.0,BMW,8814
 C Class,2015,11500,Automatic,62000,Diesel,30,64.2,2.1,Mercedes,20210
 Golf,2017,10600,Manual,23257,Diesel,30,64.2,1.6,VW,15675
 3 Series,2015,10570,Manual,59020,Diesel,125,57.6,2.0,BMW,41923
 X3,2019,34000,Automatic,5000,Diesel,145,54.3,2.0,BMW,2398
 Passat,2015,9600,Manual,40500,Diesel,20,70.6,1.6,VW,25608
 TT,2011,10250,Manual,80000,Diesel,145,53.3,2.0,Audi,35083
 Golf,2016,21892,Semi-Auto,35640,Petrol,200,39.8,2.0,VW,10965
 Golf,2019,19199,Manual,5829,Petrol,145,49.6,1.5,VW,17500
 2 Series,2018,17890,Automatic,9370,Petrol,150,40.9,1.5,BMW,33135
 Q2,2017,18498,Manual,11133,Petrol,145,52.3,1.4,Audi,42495
 Polo,2018,13995,Manual,11419,Petrol,150,62.8,1.0,VW,17849
 T-Roc,2019,22262,Manual,2030,Diesel,145,46.3,2.0,VW,8280
 C Class,2018,18750,Automatic,21103,Petrol,150,48.7,2.0,Mercedes,24453
 2 Series,2019,27995,Automatic,110,Diesel,145,64.2,2.0,BMW,30530
 Golf,2019,16989,Manual,4758,Petrol,150,47.1,1.5,VW,1130
 C Class,2019,28388,Semi-Auto,4900,Diesel,145,64.2,2.0,Mercedes,14986
 A Class,2017,13000,Manual,85900,Diesel,145,62.8,2.1,Mercedes,14118
 C Class,2018,14600,Manual,15950,Petrol,145,53.3,2.0,Mercedes,13434
 Golf,2016,11990,Semi-Auto,47592,Petrol,30,53.3,1.4,VW,29296
 Passat,2017,13750,Manual,18181,Diesel,145,68.9,2.0,VW,33571
 Golf,2014,8998,Manual,72079,Diesel,20,68.9,2.0,VW,14749
 Touran,2016,13876,Manual,54678,Diesel,30,64.2,2.0,VW,1497
 4 Series,2019,35045,Automatic,123,Diesel,145,50.4,3.0,BMW,9006
 Golf,2016,16300,Automatic,33621,Diesel,125,56.5,2.0,VW,26402
 A3,2017,13000,Automatic,97530,Diesel,20,72.4,1.6,Audi,42400
 Q7,2020,82995,Semi-Auto,826,Diesel,145,29.4,4.0,Audi,25614
 X3,2017,24995,Semi-Auto,27782,Diesel,150,54.3,2.0,BMW,38617
 A Class,2017,16950,Automatic,29262,Diesel,145,68.9,2.1,Mercedes,3327
 Up,2014,4950,Manual,50918,Petrol,20,62.8,1.0,VW,21912
 CLS Class,2013,10200,Automatic,71004,Diesel,145,55.0,2.1,Mercedes,6416
 A3,2019,22990,Manual,6128,Diesel,145,55.4,2.0,Audi,35922
 B Class,2019,27949,Semi-Auto,1732,Petrol,145,37.7,2.0,Mercedes,40281
 Golf,2019,16250,Manual,9000,Petrol,145,49.6,1.0,VW,23554
 Passat,2020,20998,Semi-Auto,10,Diesel,145,49.6,1.6,VW,29474
 T-Roc,2018,22499,Semi-Auto,14399,Petrol,150,39.8,1.5,VW,9216
 Golf,2016,18990,Automatic,39000,Petrol,200,39.8,2.0,VW,42872
 A3,2019,22990,Semi-Auto,4576,Petrol,145,43.5,1.5,Audi,7987
 5 Series,2015,12200,Automatic,86151,Diesel,145,53.3,3.0,BMW,254
 C Class,2017,24900,Automatic,21000,Diesel,30,65.7,2.1,Mercedes,14415
 Golf,2019,11880,Manual,14089,Petrol,145,49.6,1.0,VW,38255
 GLA Class,2016,16300,Semi-Auto,31870,Diesel,20,67.3,2.1,Mercedes,33810
 E Class,2019,25449,Semi-Auto,6937,Diesel,145,72.4,2.0,Mercedes,12938
 3 Series,2017,17541,Automatic,24536,Petrol,145,48.7,2.0,BMW,6959
 Sharan,2019,26490,Semi-Auto,25,Diesel,145,41.5,2.0,VW,16707
 C Class,2012,7573,Manual,59512,Petrol,200,42.2,1.8,Mercedes,22693
 A Class,2016,16500,Manual,16984,Diesel,30,62.8,2.1,Mercedes,41315
 Passat,2020,27999,Automatic,1000,Diesel,145,52.3,2.0,VW,1767
 Golf,2016,10199,Manual,37855,Diesel,20,72.4,1.6,VW,17946
 Polo,2018,10490,Manual,28200,Petrol,150,60.1,1.0,VW,6754
 Scirocco,2015,14990,Manual,50000,Petrol,300,34.9,2.0,VW,19675
 Q3,2016,18698,Semi-Auto,30319,Diesel,145,51.4,2.0,Audi,35536
 3 Series,2016,16500,Semi-Auto,27444,Diesel,125,60.1,2.0,BMW,10012
 C Class,2017,24289,Semi-Auto,13716,Diesel,30,65.7,2.1,Mercedes,35340
 T-Roc,2018,20998,Manual,16735,Petrol,145,53.3,1.5,VW,24103
 GLA Class,2014,17000,Semi-Auto,21086,Diesel,145,55.4,2.1,Mercedes,34695
 C Class,2019,27595,Semi-Auto,11480,Diesel,145,56.5,2.0,Mercedes,34315
 4 Series,2014,16399,Automatic,58488,Diesel,160,50.4,3.0,BMW,6044
 A Class,2018,15800,Manual,23051,Diesel,150,62.8,2.1,Mercedes,16290
 GLE Class,2017,27498,Semi-Auto,32662,Diesel,145,42.8,3.0,Mercedes,31126
 Golf,2017,13495,Manual,32000,Petrol,145,54.3,1.4,VW,22677
 Up,2014,5800,Manual,11958,Petrol,20,62.8,1.0,VW,16703
 Tiguan,2019,25990,Manual,2500,Diesel,145,47.9,2.0,VW,5651
 C Class,2016,15990,Semi-Auto,26957,Diesel,30,65.7,1.6,Mercedes,36580
 A5,2010,9495,Manual,76000,Petrol,235,38.7,2.0,Audi,28712
 A3,2014,8291,Manual,79283,Diesel,20,68.9,2.0,Audi,2565
 Touran,2016,12900,Manual,41532,Diesel,30,64.2,1.6,VW,43308
 Arteon,2019,20500,Automatic,8503,Petrol,145,40.4,1.5,VW,307
 Q3,2016,18498,Semi-Auto,12589,Petrol,145,47.9,1.4,Audi,27354
 E Class,2019,25780,Semi-Auto,15403,Diesel,145,72.4,2.0,Mercedes,21037
 E Class,2017,18799,Semi-Auto,43201,Diesel,20,72.4,2.0,Mercedes,13935
 Tiguan,2019,23420,Automatic,6923,Petrol,145,37.7,1.5,VW,9109
 A Class,2018,19890,Semi-Auto,13693,Petrol,150,53.3,1.3,Mercedes,39800
 Golf,2016,17495,Semi-Auto,21392,Diesel,30,62.8,2.0,VW,25079
 2 Series,2019,20980,Semi-Auto,4691,Diesel,145,47.1,2.0,BMW,23134
 C Class,2017,39336,Automatic,12157,Petrol,300,32.8,4.0,Mercedes,18341
 5 Series,2017,21720,Automatic,26946,Diesel,145,65.7,2.0,BMW,2971
 Up,2013,4495,Manual,52524,Petrol,20,62.8,1.0,VW,15222
 X2,2019,36981,Semi-Auto,7197,Petrol,150,34.0,2.0,BMW,38368
 A4,2020,28970,Semi-Auto,3515,Diesel,150,54.3,3.0,Audi,33691
 2 Series,2019,22991,Semi-Auto,7755,Diesel,150,65.7,2.0,BMW,27202
 Golf,2017,11960,Manual,40956,Diesel,145,61.4,1.6,VW,17408
 A Class,2016,15699,Manual,24623,Diesel,30,62.8,2.1,Mercedes,5511
 Golf,2018,13975,Semi-Auto,33219,Petrol,145,60.1,1.0,VW,19949
 Scirocco,2016,13490,Manual,36000,Diesel,20,55.4,2.0,VW,34175
 A6,2019,30495,Automatic,6500,Diesel,145,47.9,2.0,Audi,46398
 Q5,2016,22888,Automatic,41000,Diesel,200,47.1,2.0,Audi,35471
 Q5,2016,33000,Automatic,12050,Diesel,240,42.2,3.0,Audi,4950
 Golf,2019,23999,Semi-Auto,9302,Diesel,145,49.6,2.0,VW,21450
 5 Series,2019,26875,Automatic,10597,Hybrid,135,156.9,2.0,BMW,40696
 Polo,2015,8498,Manual,35155,Petrol,20,60.1,1.2,VW,18167
 Q7,2019,48450,Semi-Auto,1916,Diesel,145,32.8,3.0,Audi,26940
 3 Series,2015,15100,Semi-Auto,34500,Petrol,160,46.3,2.0,BMW,4317
 C Class,2018,26950,Semi-Auto,10798,Diesel,145,57.7,2.0,Mercedes,7500
 Golf,2014,9895,Semi-Auto,45926,Petrol,30,56.5,1.4,VW,6217
 Tiguan,2018,26490,Semi-Auto,27000,Petrol,145,38.2,2.0,VW,8824
 TT,2016,16490,Manual,25000,Diesel,30,62.8,2.0,Audi,30163
 GLC Class,2017,24490,Semi-Auto,34937,Diesel,145,56.5,2.1,Mercedes,42773
 Golf,2014,10990,Manual,60000,Diesel,20,67.3,2.0,VW,32064
 CLS Class,2012,13199,Automatic,48579,Diesel,200,46.3,3.0,Mercedes,2712
 Polo,2017,10500,Manual,7373,Petrol,150,60.1,1.2,VW,8876
 Polo,2018,12450,Manual,12168,Petrol,145,52.3,1.0,VW,9128
 E Class,2017,20300,Automatic,21531,Diesel,30,61.4,2.0,Mercedes,17398
 Golf,2015,6199,Manual,73409,Diesel,0,74.3,1.6,VW,45266
 Golf,2019,21500,Manual,2500,Petrol,145,45.6,1.5,VW,42592
 4 Series,2016,19290,Automatic,44675,Diesel,125,58.9,2.0,BMW,27999
 Up,2015,6990,Manual,16564,Petrol,20,60.1,1.0,VW,35748
 2 Series,2019,27995,Semi-Auto,3000,Diesel,145,47.1,2.0,BMW,23667
 C Class,2019,25899,Semi-Auto,10662,Petrol,145,47.1,1.5,Mercedes,8883
 Golf,2019,27745,Semi-Auto,4079,Petrol,145,37.7,2.0,VW,4807
 T-Cross,2020,20995,Manual,227,Petrol,150,47.9,1.0,VW,6392
 X1,2013,10995,Manual,26642,Petrol,200,40.9,2.0,BMW,18208
 Tiguan,2017,22251,Manual,21269,Diesel,125,58.9,2.0,VW,37281
 A Class,2020,25998,Manual,1000,Petrol,145,44.8,1.3,Mercedes,15987
 A3,2019,22420,Manual,2301,Diesel,145,51.4,1.6,Audi,6152
 Tiguan,2017,21991,Manual,14759,Diesel,125,58.9,2.0,VW,33387
 Golf,2017,13500,Semi-Auto,29231,Petrol,150,55.4,1.4,VW,30150
 B Class,2019,24950,Semi-Auto,2771,Diesel,145,58.9,1.5,Mercedes,41589
 Passat,2019,20498,Semi-Auto,25,Diesel,145,49.6,1.6,VW,30909
 1 Series,2016,11400,Manual,21591,Petrol,125,53.3,1.5,BMW,28881
 GLC Class,2018,24750,Automatic,25530,Diesel,145,56.5,2.1,Mercedes,7069
 Golf,2019,16119,Automatic,14882,Petrol,145,44.8,1.0,VW,18279
 GLA Class,2019,23499,Semi-Auto,10155,Diesel,145,67.3,2.1,Mercedes,35736
 3 Series,2016,18191,Semi-Auto,38882,Hybrid,0,134.5,2.0,BMW,4032
 Golf,2019,21850,Manual,5000,Diesel,145,62.8,2.0,VW,19080
 Passat,2016,10899,Manual,54441,Diesel,20,68.9,2.0,VW,43593
 1 Series,2017,14925,Manual,31000,Petrol,145,46.3,2.0,BMW,16727
 A Class,2020,25879,Semi-Auto,1000,Petrol,145,53.3,1.3,Mercedes,13017
 1 Series,2019,15940,Manual,7913,Petrol,145,53.3,1.5,BMW,3608
 Q3,2016,21995,Semi-Auto,17114,Petrol,200,40.4,2.0,Audi,40252
 A5,2017,21898,Semi-Auto,23572,Diesel,145,70.6,2.0,Audi,24706
 X3,2016,19300,Manual,29281,Diesel,165,52.3,2.0,BMW,10652
 Tiguan,2017,17791,Manual,20895,Diesel,145,50.4,2.0,VW,43207
 Polo,2014,10489,Semi-Auto,13941,Petrol,20,60.1,1.2,VW,22662
 A4,2018,22400,Semi-Auto,27953,Diesel,145,57.6,2.0,Audi,45584
 T-Roc,2020,22490,Manual,4926,Diesel,145,50.4,2.0,VW,27644
 T-Roc,2020,39495,Semi-Auto,10,Petrol,145,32.5,2.0,VW,6012
 4 Series,2018,19991,Semi-Auto,8018,Petrol,145,44.1,2.0,BMW,31298
 2 Series,2017,14400,Automatic,25975,Petrol,150,53.3,1.5,BMW,39088
 Golf,2010,7999,Manual,101000,Diesel,125,57.6,2.0,VW,6910
 C Class,2017,16500,Automatic,47489,Diesel,150,64.2,2.1,Mercedes,21605
 E Class,2017,23499,Automatic,21695,Diesel,145,57.7,2.0,Mercedes,20874
 A6,2015,17996,Semi-Auto,48175,Diesel,125,57.6,3.0,Audi,17501
 3 Series,2019,24895,Semi-Auto,21730,Diesel,145,52.3,2.0,BMW,1789
 C Class,2019,31539,Automatic,118,Diesel,145,64.2,2.0,Mercedes,43010
 C Class,2015,15495,Semi-Auto,21064,Petrol,125,52.3,2.0,Mercedes,7242
 Touran,2013,10500,Manual,37627,Diesel,145,55.4,1.6,VW,29812
 A5,2019,29745,Manual,3000,Petrol,145,37.2,2.0,Audi,28459
 A3,2017,12750,Manual,33761,Diesel,145,70.6,1.6,Audi,35197
 TT,2016,17490,Manual,19000,Petrol,145,47.1,1.8,Audi,21750
 2 Series,2017,17000,Automatic,33000,Diesel,145,65.7,2.0,BMW,16364
 4 Series,2014,14450,Manual,27405,Petrol,165,44.8,2.0,BMW,24383
 Golf,2019,28999,Automatic,11635,Petrol,145,32.8,2.0,VW,20310
 C Class,2019,23799,Automatic,5762,Petrol,145,45.6,1.5,Mercedes,21265
 A3,2020,29000,Automatic,3153,Petrol,145,34.5,2.0,Audi,13369
 Polo,2019,16900,Manual,2500,Petrol,145,51.4,1.0,VW,2048
 A3,2016,13700,Manual,40264,Petrol,125,52.3,1.4,Audi,76
 Passat,2016,8795,Manual,79690,Diesel,20,68.9,2.0,VW,42374
 1 Series,2015,8650,Manual,75638,Petrol,145,50.4,1.6,BMW,30730
 C Class,2015,13200,Manual,64219,Diesel,20,68.9,2.1,Mercedes,18829
 X3,2016,20991,Semi-Auto,28737,Diesel,150,54.3,2.0,BMW,26111
 2 Series,2019,28630,Semi-Auto,2564,Diesel,145,67.3,2.0,BMW,43697
 Polo,2017,9998,Manual,30687,Diesel,0,83.1,1.4,VW,36124
 Polo,2016,6995,Manual,54287,Petrol,20,58.9,1.0,VW,23616
 2 Series,2019,19385,Automatic,8599,Petrol,145,40.9,1.5,BMW,36420
 Golf,2015,11395,Manual,27931,Petrol,30,53.3,1.4,VW,32314
 Tiguan,2019,19990,Manual,12802,Petrol,150,40.9,1.5,VW,25240
 Tiguan,2018,23499,Automatic,19235,Diesel,145,45.6,2.0,VW,17586
 Passat,2017,14950,Semi-Auto,30000,Petrol,145,55.4,1.4,VW,12316
 4 Series,2020,28300,Semi-Auto,20,Diesel,145,65.7,2.0,BMW,40640
 Tiguan,2014,11990,Manual,48147,Petrol,200,42.2,1.4,VW,12012
 C Class,2019,32699,Semi-Auto,1362,Diesel,145,56.5,2.0,Mercedes,19086
 A Class,2016,13499,Manual,23453,Diesel,20,72.4,1.5,Mercedes,9136
 A Class,2020,25879,Semi-Auto,1000,Petrol,145,53.3,1.3,Mercedes,28419
 3 Series,2016,10591,Manual,62674,Diesel,20,72.4,2.0,BMW,45381
 Touareg,2020,56499,Semi-Auto,5000,Petrol,150,25.5,3.0,VW,13045
 GLE Class,2016,27880,Automatic,11513,Diesel,200,47.9,2.1,Mercedes,32666
 Golf,2019,18991,Manual,99,Petrol,145,49.6,1.5,VW,16650
 A5,2019,38995,Automatic,3243,Petrol,145,37.2,2.0,Audi,9691
 Golf SV,2018,14495,Manual,10090,Petrol,145,55.4,1.5,VW,8796
 Q2,2020,30995,Semi-Auto,2142,Diesel,145,44.8,2.0,Audi,35932
 1 Series,2016,10199,Manual,58305,Diesel,0,83.1,1.5,BMW,30651
 Passat,2016,6992,Manual,119000,Diesel,20,70.6,1.6,VW,19051
 Q2,2019,22995,Automatic,3800,Diesel,150,46.3,1.6,Audi,24456
 1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5,BMW,3394
 A Class,2019,25300,Semi-Auto,4200,Petrol,150,53.3,1.3,Mercedes,43537
 Touareg,2019,44995,Semi-Auto,7795,Diesel,145,34.0,3.0,VW,17275
 A Class,2019,23995,Automatic,6000,Petrol,150,53.3,1.3,Mercedes,1427
 Q5,2009,8995,Automatic,95000,Diesel,290,37.6,3.0,Audi,25818
 CL Class,2019,26599,Semi-Auto,8531,Diesel,145,51.4,2.2,Mercedes,33557
 Polo,2013,8940,Automatic,63617,Petrol,20,61.4,1.4,VW,37229
 A4,2020,32850,Semi-Auto,3500,Petrol,145,38.2,2.0,Audi,18834
 Tiguan,2016,21790,Automatic,41636,Diesel,160,49.6,2.0,VW,3874
 CL Class,2019,25980,Semi-Auto,14085,Diesel,145,51.4,2.2,Mercedes,28420
 3 Series,2000,1550,Automatic,93000,Petrol,270,29.7,2.5,BMW,14662
 A Class,2015,15980,Semi-Auto,3587,Diesel,20,74.3,1.5,Mercedes,32081
 C Class,2015,16946,Automatic,29517,Petrol,125,51.4,2.0,Mercedes,11170
 B Class,2019,21499,Semi-Auto,14244,Petrol,145,45.6,1.3,Mercedes,15640
 GLE Class,2017,28360,Automatic,28939,Diesel,145,42.8,3.0,Mercedes,42577
 Golf,2018,17940,Semi-Auto,7401,Petrol,145,43.5,1.5,VW,26703
 T-Roc,2019,22625,Manual,3744,Diesel,145,46.3,2.0,VW,44215
 GLA Class,2014,12981,Manual,55905,Diesel,30,62.8,2.1,Mercedes,15915
 E Class,2019,39998,Semi-Auto,2675,Hybrid,135,134.5,2.0,Mercedes,22413
 E Class,2017,21599,Semi-Auto,28234,Diesel,145,65.7,2.0,Mercedes,34010
 CLS Class,2019,45699,Semi-Auto,3443,Diesel,145,47.9,2.9,Mercedes,12701
 GLC Class,2019,33140,Semi-Auto,3320,Diesel,150,44.8,2.0,Mercedes,30537
 X5,2017,37498,Automatic,24498,Petrol,145,29.1,4.4,BMW,19241
 Up,2020,10250,Manual,1131,Petrol,150,51.4,1.0,VW,10059
 A1,2017,14750,Semi-Auto,35903,Petrol,145,56.5,1.4,Audi,18201
 Q3,2015,17321,Manual,25296,Diesel,145,55.4,2.0,Audi,15809
 4 Series,2018,20590,Semi-Auto,16500,Petrol,150,48.7,2.0,BMW,18791
 Q5,2019,36845,Semi-Auto,3143,Petrol,145,32.1,2.0,Audi,25351
 A1,2020,20999,Manual,6000,Petrol,150,47.9,1.0,Audi,40559
 Q3,2016,19298,Semi-Auto,16021,Diesel,160,50.4,2.0,Audi,37857
 A4,2019,27990,Semi-Auto,26,Diesel,145,47.9,2.0,Audi,30420
 Polo,2017,9499,Manual,24998,Petrol,150,60.1,1.0,VW,29689
 Polo,2017,9990,Manual,12899,Petrol,20,60.1,1.2,VW,45983
 3 Series,2019,38500,Automatic,7699,Diesel,145,48.7,2.0,BMW,2754
 B Class,2019,21250,Semi-Auto,13545,Petrol,150,45.6,1.3,Mercedes,6697
 Passat,2019,29882,Automatic,52,Petrol,150,33.2,2.0,VW,17230
 Golf,2017,16940,Automatic,26000,Diesel,30,62.8,2.0,VW,31876
 Golf,2016,12000,Automatic,31536,Diesel,20,58.9,1.6,VW,40817
 Polo,2017,9841,Manual,32377,Petrol,145,60.1,1.2,VW,4168
 1 Series,2013,7500,Manual,63861,Diesel,30,65.7,2.0,BMW,46405
 Golf,2019,16750,Manual,1500,Diesel,145,57.7,1.6,VW,25096
 2 Series,2017,18990,Automatic,14000,Diesel,145,65.7,2.0,BMW,3876
 Q2,2019,22976,Automatic,3951,Petrol,145,42.8,1.5,Audi,11472
 Q3,2017,19395,Manual,16497,Diesel,145,61.4,2.0,Audi,8343
 3 Series,2017,17995,Manual,20438,Diesel,30,64.2,2.0,BMW,5846
 4 Series,2019,25990,Semi-Auto,11,Diesel,145,58.9,2.0,BMW,978
 A4,2017,15498,Semi-Auto,51875,Diesel,20,70.6,2.0,Audi,25856
 A1,2020,19490,Manual,4000,Petrol,150,47.9,1.0,Audi,36271
 GLE Class,2020,62980,Semi-Auto,49,Diesel,145,32.5,2.9,Mercedes,38653
 E Class,2019,47770,Automatic,1005,Petrol,145,32.5,3.0,Mercedes,21592
 Golf,2019,17495,Manual,6129,Petrol,145,47.1,1.5,VW,37962
 C Class,2018,23799,Semi-Auto,3640,Petrol,145,47.9,2.0,Mercedes,38631
 Golf,2020,21495,Manual,99,Diesel,145,56.5,1.6,VW,28660
 Golf,2015,8590,Manual,40934,Diesel,0,88.3,1.6,VW,36793
 C Class,2017,20091,Semi-Auto,24991,Diesel,150,61.4,2.1,Mercedes,12107
 C Class,2018,18799,Semi-Auto,14731,Petrol,145,46.3,1.5,Mercedes,32768
 B Class,2013,8200,Manual,54257,Diesel,30,61.4,1.5,Mercedes,18543
 1 Series,2016,14298,Manual,22265,Diesel,20,70.6,1.5,BMW,36297
 A1,2016,10600,Manual,28760,Petrol,30,55.4,1.4,Audi,17985
 A Class,2017,14500,Manual,53901,Diesel,20,68.9,1.5,Mercedes,43110
 GLC Class,2020,48790,Semi-Auto,1964,Petrol,145,27.4,3.0,Mercedes,4821
 Polo,2016,9690,Manual,34090,Petrol,20,60.1,1.2,VW,46505
 GLA Class,2017,21100,Semi-Auto,21524,Diesel,145,56.5,2.1,Mercedes,17848
 Polo,2016,13500,Manual,30077,Petrol,145,47.0,1.8,VW,30586
 A1,2019,21500,Semi-Auto,11750,Petrol,150,40.9,2.0,Audi,45113
 3 Series,2019,19965,Semi-Auto,14153,Diesel,145,64.2,2.0,BMW,43370
 Golf,2018,12991,Manual,33695,Diesel,145,61.4,1.6,VW,40862
